8.230000000000000000e+02,-2.100000000000000000e+01
1.690000000000000000e+03,-2.100000000000000000e+01
2.709000000000000000e+03,-1.900000000000000000e+01
3.495000000000000000e+03,-2.100000000000000000e+01
4.462000000000000000e+03,-2.100000000000000000e+01
5.768000000000000000e+03,-1.800000000000000000e+01
6.780000000000000000e+03,-2.000000000000000000e+01
8.034000000000000000e+03,-1.600000000000000000e+01
9.151000000000000000e+03,-1.900000000000000000e+01
1.013700000000000000e+04,-2.000000000000000000e+01
1.101900000000000000e+04,-2.100000000000000000e+01
1.193800000000000000e+04,-2.000000000000000000e+01
1.289700000000000000e+04,-2.100000000000000000e+01
1.394400000000000000e+04,-2.000000000000000000e+01
1.518100000000000000e+04,-1.700000000000000000e+01
1.656700000000000000e+04,-1.700000000000000000e+01
1.762600000000000000e+04,-2.000000000000000000e+01
1.865100000000000000e+04,-2.100000000000000000e+01
1.988900000000000000e+04,-1.800000000000000000e+01
2.112000000000000000e+04,-1.700000000000000000e+01
2.215000000000000000e+04,-2.100000000000000000e+01
2.317500000000000000e+04,-2.000000000000000000e+01
2.405800000000000000e+04,-2.000000000000000000e+01
2.561600000000000000e+04,-1.700000000000000000e+01
2.704800000000000000e+04,-1.600000000000000000e+01
2.841200000000000000e+04,-1.700000000000000000e+01
2.944800000000000000e+04,-1.900000000000000000e+01
3.059000000000000000e+04,-1.900000000000000000e+01
3.161600000000000000e+04,-2.100000000000000000e+01
3.255000000000000000e+04,-2.100000000000000000e+01
3.380300000000000000e+04,-1.900000000000000000e+01
3.462300000000000000e+04,-2.100000000000000000e+01
3.570400000000000000e+04,-2.000000000000000000e+01
3.666200000000000000e+04,-2.100000000000000000e+01
3.789000000000000000e+04,-2.000000000000000000e+01
3.901500000000000000e+04,-2.100000000000000000e+01
4.044300000000000000e+04,-2.000000000000000000e+01
4.134300000000000000e+04,-2.100000000000000000e+01
4.255700000000000000e+04,-1.800000000000000000e+01
4.354400000000000000e+04,-2.000000000000000000e+01
4.518600000000000000e+04,-1.700000000000000000e+01
4.646200000000000000e+04,-1.900000000000000000e+01
4.795900000000000000e+04,-1.800000000000000000e+01
4.931500000000000000e+04,-2.000000000000000000e+01
5.039400000000000000e+04,-2.100000000000000000e+01
5.155000000000000000e+04,-2.000000000000000000e+01
5.259900000000000000e+04,-2.000000000000000000e+01
5.376800000000000000e+04,-1.800000000000000000e+01
5.505200000000000000e+04,-1.700000000000000000e+01
5.615400000000000000e+04,-1.800000000000000000e+01
5.729800000000000000e+04,-2.000000000000000000e+01
5.884400000000000000e+04,-1.700000000000000000e+01
6.026800000000000000e+04,-1.700000000000000000e+01
6.150000000000000000e+04,-2.100000000000000000e+01
6.271000000000000000e+04,-1.800000000000000000e+01
6.433400000000000000e+04,-1.500000000000000000e+01
6.540700000000000000e+04,-1.900000000000000000e+01
6.666200000000000000e+04,-1.700000000000000000e+01
6.812500000000000000e+04,-1.900000000000000000e+01
6.932100000000000000e+04,-2.100000000000000000e+01
7.085800000000000000e+04,-1.700000000000000000e+01
7.225600000000000000e+04,-1.900000000000000000e+01
7.367300000000000000e+04,-2.000000000000000000e+01
7.484100000000000000e+04,-2.000000000000000000e+01
7.654900000000000000e+04,-1.500000000000000000e+01
7.751900000000000000e+04,-2.100000000000000000e+01
7.889000000000000000e+04,-1.800000000000000000e+01
8.052100000000000000e+04,-1.600000000000000000e+01
8.205100000000000000e+04,-1.600000000000000000e+01
8.358700000000000000e+04,-1.700000000000000000e+01
8.498100000000000000e+04,-1.500000000000000000e+01
8.604300000000000000e+04,-2.100000000000000000e+01
8.704300000000000000e+04,-2.000000000000000000e+01
8.817300000000000000e+04,-1.900000000000000000e+01
8.960500000000000000e+04,-1.900000000000000000e+01
9.081500000000000000e+04,-1.600000000000000000e+01
9.207000000000000000e+04,-1.900000000000000000e+01
9.339000000000000000e+04,-1.700000000000000000e+01
9.524900000000000000e+04,-1.400000000000000000e+01
9.669600000000000000e+04,-1.500000000000000000e+01
9.807900000000000000e+04,-1.600000000000000000e+01
9.999400000000000000e+04,-1.100000000000000000e+01
1.010660000000000000e+05,-2.000000000000000000e+01
1.026250000000000000e+05,-1.700000000000000000e+01
1.040730000000000000e+05,-1.600000000000000000e+01
1.051850000000000000e+05,-2.000000000000000000e+01
1.067480000000000000e+05,-1.500000000000000000e+01
1.085940000000000000e+05,-1.300000000000000000e+01
1.096410000000000000e+05,-2.000000000000000000e+01
1.108000000000000000e+05,-1.900000000000000000e+01
1.125140000000000000e+05,-1.500000000000000000e+01
1.143530000000000000e+05,-1.500000000000000000e+01
1.162230000000000000e+05,-1.100000000000000000e+01
1.174790000000000000e+05,-1.900000000000000000e+01
1.195270000000000000e+05,-1.000000000000000000e+01
1.209820000000000000e+05,-1.500000000000000000e+01
1.226210000000000000e+05,-1.500000000000000000e+01
1.239790000000000000e+05,-1.700000000000000000e+01
1.259620000000000000e+05,-1.000000000000000000e+01
1.276380000000000000e+05,-1.500000000000000000e+01
1.292170000000000000e+05,-1.300000000000000000e+01
1.306730000000000000e+05,-1.600000000000000000e+01
1.324540000000000000e+05,-1.300000000000000000e+01
1.340960000000000000e+05,-1.300000000000000000e+01
1.349000000000000000e+05,-2.100000000000000000e+01
1.365990000000000000e+05,-1.400000000000000000e+01
1.382360000000000000e+05,-1.400000000000000000e+01
1.401470000000000000e+05,-1.200000000000000000e+01
1.414080000000000000e+05,-1.600000000000000000e+01
1.424850000000000000e+05,-1.900000000000000000e+01
1.441690000000000000e+05,-1.400000000000000000e+01
1.455930000000000000e+05,-1.600000000000000000e+01
1.477870000000000000e+05,-1.100000000000000000e+01
1.497720000000000000e+05,-1.400000000000000000e+01
1.515960000000000000e+05,-1.300000000000000000e+01
1.539600000000000000e+05,-5.000000000000000000e+00
1.558740000000000000e+05,-1.300000000000000000e+01
1.577140000000000000e+05,-1.200000000000000000e+01
1.593300000000000000e+05,-1.500000000000000000e+01
1.615500000000000000e+05,-7.000000000000000000e+00
1.630440000000000000e+05,-1.600000000000000000e+01
1.648830000000000000e+05,-1.300000000000000000e+01
1.673290000000000000e+05,-9.000000000000000000e+00
1.697260000000000000e+05,-9.000000000000000000e+00
1.720520000000000000e+05,-9.000000000000000000e+00
1.743430000000000000e+05,-8.000000000000000000e+00
1.765720000000000000e+05,-9.000000000000000000e+00
1.782710000000000000e+05,-1.500000000000000000e+01
1.800260000000000000e+05,-1.300000000000000000e+01
1.822550000000000000e+05,-9.000000000000000000e+00
1.842460000000000000e+05,-1.400000000000000000e+01
1.870930000000000000e+05,-3.000000000000000000e+00
1.894460000000000000e+05,-9.000000000000000000e+00
1.917320000000000000e+05,-1.100000000000000000e+01
1.942090000000000000e+05,-8.000000000000000000e+00
1.964180000000000000e+05,-1.200000000000000000e+01
1.986430000000000000e+05,-9.000000000000000000e+00
2.007700000000000000e+05,-1.100000000000000000e+01
2.030180000000000000e+05,-9.000000000000000000e+00
2.051940000000000000e+05,-1.200000000000000000e+01
2.067220000000000000e+05,-1.500000000000000000e+01
2.083000000000000000e+05,-1.700000000000000000e+01
2.101260000000000000e+05,-1.300000000000000000e+01
2.118350000000000000e+05,-1.200000000000000000e+01
2.138980000000000000e+05,-1.100000000000000000e+01
